nivel_verificacion,n_bytes,tiempo_total_s,tiempo_total_kem_s,tiempo_total_dss_s,tiempo_total_aes_s,cpu_total,cpu_total_kem,cpu_total_dss,cpu_total_aes,memoria_promedio_kem_kb,memoria_promedio_dss_kb,memoria_promedio_aes_kb
1,10240,0.048323,0.004926,0.000025,0.043372,0.009086,0.007204,0.000024,0.001858,4.000000,5.000000,5.000000
1,10240,0.046733,0.005176,0.000025,0.041532,0.009604,0.007879,0.000025,0.001700,4.000000,5.000000,5.000000
1,10240,0.050621,0.006115,0.000070,0.044435,0.010794,0.009078,0.000070,0.001646,4.000000,5.000000,5.000000
1,10240,0.047326,0.005696,0.000025,0.041605,0.009569,0.008165,0.000025,0.001379,4.000000,5.000000,5.000000
1,10240,0.051134,0.006208,0.000027,0.044900,0.010978,0.009167,0.000026,0.001785,4.000000,5.000000,5.000000
1,10240,0.066511,0.017317,0.000025,0.049168,0.027997,0.021443,0.000026,0.006528,4.000000,5.000000,5.000000
1,10240,0.045241,0.003725,0.000025,0.041491,0.006952,0.005732,0.000025,0.001195,4.000000,5.000000,5.000000
1,10240,0.048904,0.003713,0.000025,0.045166,0.007582,0.005735,0.000025,0.001822,4.000000,5.000000,5.000000
1,10240,0.047439,0.003278,0.000025,0.044136,0.007805,0.004733,0.000025,0.003047,3.000000,4.000000,5.000000
1,10240,0.050133,0.005208,0.000025,0.044900,0.009307,0.007742,0.000025,0.001540,4.000000,5.000000,5.000000
1,10240,0.051006,0.008864,0.000292,0.041850,0.014898,0.013180,0.000294,0.001424,4.000000,5.000000,5.000000
1,10240,0.047084,0.004497,0.000026,0.042560,0.008513,0.007271,0.000027,0.001215,4.000000,5.000000,5.000000
1,10240,0.046884,0.004379,0.000025,0.042480,0.007811,0.006627,0.000024,0.001160,4.000000,5.000000,5.000000
1,10240,0.052593,0.007094,0.000025,0.045474,0.011648,0.009339,0.000025,0.002284,4.000000,5.000000,5.000000
1,10240,0.055668,0.010960,0.000063,0.044646,0.017579,0.015307,0.000063,0.002209,4.000000,5.000000,5.000000
1,10240,0.049451,0.005945,0.000026,0.043481,0.009872,0.008388,0.000025,0.001459,3.000000,5.000000,5.000000
1,10240,0.054364,0.008365,0.000025,0.045974,0.015382,0.010684,0.000025,0.004673,3.000000,5.000000,5.000000
1,10240,0.056960,0.013622,0.000032,0.043306,0.018681,0.016195,0.000031,0.002455,3.000000,5.000000,5.000000
1,10240,0.048224,0.004119,0.000069,0.044037,0.008555,0.006556,0.000070,0.001929,4.000000,5.000000,5.000000
1,10240,0.061413,0.014407,0.000026,0.046980,0.020047,0.016597,0.000025,0.003425,4.000000,5.000000,5.000000
1,10240,0.047031,0.003345,0.000117,0.043569,0.006480,0.004443,0.000117,0.001920,3.000000,4.000000,5.000000
1,102400,0.049302,0.004427,0.000027,0.044848,0.010737,0.006759,0.000027,0.003951,4.000000,5.000000,5.000000
1,102400,0.050956,0.004781,0.000024,0.046150,0.010485,0.007323,0.000025,0.003137,4.000000,5.000000,5.000000
1,102400,0.052290,0.006088,0.000030,0.046172,0.014999,0.008531,0.000030,0.006438,4.000000,5.000000,5.000000
1,102400,0.054224,0.009770,0.000029,0.044424,0.020515,0.015732,0.000029,0.004754,4.000000,5.000000,5.000000
